Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Log_Returns,MA_5,MA_10,MA_20,Volatility_5,Volatility_10,Close_Lag_1,Returns_Lag_1,Close_Lag_2,Returns_Lag_2,Close_Lag_3,Returns_Lag_3,Close_Lag_4,Returns_Lag_4,Close_Lag_5,Returns_Lag_5,Target
2023-12-18 00:00:00-05:00,0.2683302598233688,0.2655128450347737,0.2727243875197487,0.27237020468515616,0.11006169672074552,0.0,0.0,0.34162599035205216,0.3692081110697381,0.27720767598163243,0.2551598736415852,0.23002299796569114,0.09027041122145656,0.11049884352592113,0.28728520146957925,0.36513732055336845,0.2920789608306811,0.37931167326659604,0.2907473306202062,0.4441503955350022,0.2719165345908121,0.4084569659093337,0.2578136302850047,0.3236241201892692,0.28169188965000047
2023-12-19 00:00:00-05:00,0.26894541372317815,0.26834307512175415,0.2863148412177854,0.28169188965000047,0.05916291752243734,0.0,0.0,0.39803995795513986,0.4271533988017368,0.28131793930728266,0.25851209306593126,0.23273935487477937,0.08751660025926207,0.08351308831473178,0.27237020468515616,0.34162599035205216,0.28728520146957925,0.36513732055336845,0.2920789608306811,0.37931167326659604,0.30187393666691253,0.4441503955350022,0.2719165345908121,0.4084569659093337,0.26295936148481824
2023-12-20 00:00:00-05:00,0.2754493497735382,0.2747999429999408,0.27671072660869456,0.26295936148481824,0.09818436718552205,0.0,0.0,0.3326303846241229,0.3598934904615795,0.27554881347226545,0.2609024178210808,0.234812493051485,0.05789526922952712,0.0920265419369389,0.28169188965000047,0.39803995795513986,0.27237020468515616,0.34162599035205216,0.28728520146957925,0.36513732055336845,0.3032565270176586,0.37931167326659604,0.30187393666691253,0.4441503955350022,0.2616275945285833
2023-12-21 00:00:00-05:00,0.26841798292359664,0.2694929029011821,0.264660362548949,0.2616275945285833,0.07868735047988594,0.0,0.0,0.37309529200419095,0.4016308017831378,0.2692267334674596,0.26129285244418443,0.2364799080569122,0.0559105789225027,0.08472050526197314,0.26295936148481824,0.3326303846241229,0.28169188965000047,0.39803995795513986,0.27237020468515616,0.34162599035205216,0.2982793153380783,0.36513732055336845,0.3032565270176586,0.37931167326659604,0.2520396655690995
2023-12-22 00:00:00-05:00,0.260331778803119,0.25472153642566897,0.259858469318893,0.2520396655690995,0.04709807436370604,0.0,0.0,0.3536544437633753,0.381630736119955,0.2619093246009898,0.2592834423786221,0.23827596680881613,0.056340463102481614,0.08163955064463707,0.2616275945285833,0.37309529200419095,0.26295936148481824,0.3326303846241229,0.28169188965000047,0.39803995795513986,0.28279353672376106,0.34162599035205216,0.2982793153380783,0.36513732055336845,0.2471566112267447
2023-12-26 00:00:00-05:00,0.24653240719053326,0.2412766152391681,0.2585898466196006,0.2471566112267447,0.019240793216474664,0.0,0.0,0.3646675393609629,0.392972391430026,0.25667467097424135,0.2591596098998217,0.2398889520963916,0.05120251329243506,0.06752253438742412,0.2520396655690995,0.3536544437633753,0.2616275945285833,0.37309529200419095,0.26295936148481824,0.3326303846241229,0.2924719531367468,0.39803995795513986,0.28279353672376106,0.34162599035205216,0.24804450144615475
2023-12-27 00:00:00-05:00,0.23668855823886914,0.23782716826015693,0.24282485706930013,0.24804450144615475,0.08412050695018906,0.0,0.0,0.3783365231814089,0.407006433209672,0.24968905732173297,0.2576739722010608,0.24124960358978242,0.036189657270707436,0.06040961862975545,0.2471566112267447,0.3646675393609629,0.2520396655690995,0.3536544437633753,0.2616275945285833,0.37309529200419095,0.2730225500798562,0.3326303846241229,0.2924719531367468,0.39803995795513986,0.2518620328269132
2023-12-28 00:00:00-05:00,0.2511908803844729,0.24808759399827318,0.26167048771826074,0.2518620328269132,0.03660645019787087,0.0,0.0,0.38528766094363576,0.4141251529595798,0.24738511473607394,0.25350277445920644,0.24333262630079955,0.021494071547791677,0.018987682964103976,0.24804450144615475,0.3783365231814089,0.2471566112267447,0.3646675393609629,0.2520396655690995,0.3536544437633753,0.2716398177502284,0.37309529200419095,0.2730225500798562,0.3326303846241229,0.24254021111630908
2023-12-29 00:00:00-05:00,0.2490814181169856,0.24578778319113148,0.24862349843110487,0.24254021111630908,0.06579020407168572,0.0,0.0,0.3541562585224738,0.38214819260957184,0.24342233803115843,0.2481887886427343,0.2446091716101788,0.02640096031230977,0.018572698490363464,0.2518620328269132,0.38528766094363576,0.24804450144615475,0.3783365231814089,0.2471566112267447,0.3646675393609629,0.26168496845442246,0.3536544437633753,0.2716398177502284,0.37309529200419095,0.181371097771714
2024-01-02 00:00:00-05:00,0.18975312699888303,0.1930702203515373,0.17758968142293208,0.181371097771714,0.2005583438146905,0.0,0.0,0.23060267177101945,0.25276619300347125,0.22875066993561766,0.23682745941944994,0.24183839260431372,0.15040362981269528,0.11683657545991552,0.24254021111630908,0.3541562585224738,0.2518620328269132,0.38528766094363576,0.24804450144615475,0.3783365231814089,0.2566150445650415,0.3646675393609629,0.26168496845442246,0.3536544437633753,0.16903102364730738
