Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-20 00:00:00-05:00,188.11347160798348,190.1145776039652,188.10357060538217,189.65887451171875,46505100,0.0,0.0
2023-11-21 00:00:00-05:00,189.6192457228965,189.72821721009598,187.96487141071046,188.8564453125,38134500,0.0,0.0
2023-11-22 00:00:00-05:00,189.69851123933077,191.12502655036587,189.0446822742513,189.5201873779297,39617700,0.0,0.0
2023-11-24 00:00:00-05:00,189.08427709134526,189.11399521175224,187.47943812523724,188.1927032470703,24048300,0.0,0.0
2023-11-27 00:00:00-05:00,188.1431623745596,188.88614559455414,187.13270096287798,188.01437377929688,40552600,0.0,0.0
2023-11-28 00:00:00-05:00,188.0044881862593,189.29232889633607,187.62803848681267,188.61868286132812,38415400,0.0,0.0
2023-11-29 00:00:00-05:00,189.11399699712592,190.29286617117475,187.2020606914072,187.5983123779297,43014200,0.0,0.0
2023-11-30 00:00:00-05:00,188.06394110215783,188.53946132762457,186.42938378571617,188.17291259765625,48794400,0.0,0.0
2023-12-01 00:00:00-05:00,188.54934617033052,189.76783452208102,187.45963130874318,189.45083618164062,45704800,0.0,0.0
2023-12-04 00:00:00-05:00,188.2026180609542,188.27197042434886,185.69628894913777,187.6577606201172,43389500,0.0,0.0
2023-12-05 00:00:00-05:00,188.43048297188668,192.58127042048946,188.40074973234698,191.61044311523438,66628400,0.0,0.0
2023-12-06 00:00:00-05:00,192.6308143978356,192.93791176533594,190.3127099631217,190.520751953125,41089700,0.0,0.0
2023-12-07 00:00:00-05:00,191.81848755335412,193.17566559760107,191.7788533108163,192.45249938964844,47477700,0.0,0.0
2023-12-08 00:00:00-05:00,192.38314555463674,194.15640755182167,191.8581052152776,193.8790283203125,53406400,0.0,0.0
2023-12-11 00:00:00-05:00,191.30332816215127,191.6797778466323,189.62913681721145,191.37266540527344,60943700,0.0,0.0
2023-12-12 00:00:00-05:00,191.27362671385956,192.8982829604503,189.92634969600132,192.8883819580078,52696900,0.0,0.0
2023-12-13 00:00:00-05:00,193.26484157245065,196.1476208399163,193.02709655478665,196.10800170898438,70404200,0.0,0.0
2023-12-14 00:00:00-05:00,196.16742216364264,197.75244424587422,194.32482284497263,196.25657653808594,66831600,0.0,0.0
2023-12-15 00:00:00-05:00,195.68199966761293,196.54385551373443,195.15695931123605,195.7216339111328,128538400,0.0,0.0
2023-12-18 00:00:00-05:00,194.25548367231937,194.79044018738927,192.5713909822812,194.05735778808594,55751900,0.0,0.0
2023-12-19 00:00:00-05:00,194.32481746504553,195.1074199235508,194.0573392330858,195.09751892089844,40714100,0.0,0.0
2023-12-20 00:00:00-05:00,195.05788936850126,195.8305908429342,193.00726318359375,193.00726318359375,52242800,0.0,0.0
2023-12-21 00:00:00-05:00,194.26538628403978,195.23621363050395,191.6897046199928,192.85865783691406,46482500,0.0,0.0
2023-12-22 00:00:00-05:00,193.35394675355903,193.58180582555468,191.16463132079943,191.7887420654297,37149600,0.0,0.0
2023-12-26 00:00:00-05:00,191.79868551282587,192.07606476826226,191.0259839989623,191.24392700195312,28919300,0.0,0.0
2023-12-27 00:00:00-05:00,190.68914273833013,191.68968812345565,189.30223153241622,191.34295654296875,48087700,0.0,0.0
2023-12-28 00:00:00-05:00,192.3237251836183,192.83886456296054,191.3627987965534,191.7689666748047,34049900,0.0,0.0
2023-12-29 00:00:00-05:00,192.08593771837442,192.58125990446206,189.9362412446781,190.728759765625,42672100,0.0,0.0
2024-01-02 00:00:00-05:00,185.39909638597572,186.67703614744315,182.16960103197144,183.90322875976562,82488700,0.0,0.0
2024-01-03 00:00:00-05:00,182.49651173581816,184.1409850600839,181.7138941984477,182.52622985839844,58414500,0.0,0.0
2024-01-04 00:00:00-05:00,180.44587486910356,181.37708304150152,179.18776734055538,180.2081298828125,71983600,0.0,0.0
2024-01-05 00:00:00-05:00,180.28737421180142,181.05015949262307,178.48439420396812,179.4849395751953,62379700,0.0,0.0
2024-01-08 00:00:00-05:00,180.38643729162627,183.86360885082058,179.80196071659407,183.823974609375,59144500,0.0,0.0
2024-01-09 00:00:00-05:00,182.19932576748687,183.41781421075365,181.0204564512382,183.4079132080078,42841800,0.0,0.0
2024-01-10 00:00:00-05:00,182.6253074687535,184.6561164657865,182.1993225017619,184.44808959960938,46792900,0.0,0.0
2024-01-11 00:00:00-05:00,184.79480792904317,185.3000462697353,181.90212796654464,183.85369873046875,49128400,0.0,0.0
2024-01-12 00:00:00-05:00,184.3192926371913,184.99293868218925,183.45743685571247,184.18060302734375,40477800,0.0,0.0
2024-01-16 00:00:00-05:00,180.45578462721193,182.5361287641061,179.23728115128065,181.9120330810547,65603000,0.0,0.0
2024-01-17 00:00:00-05:00,179.57411959355028,181.2185778549055,178.613193289656,180.97091674804688,47317400,0.0,0.0
2024-01-18 00:00:00-05:00,184.34898945226777,187.37045751332874,184.09142738261565,186.865234375,78005800,0.0,0.0
2024-01-19 00:00:00-05:00,187.5587047602819,190.15418823308323,187.0534815615711,189.76783752441406,68903000,0.0,0.0
2024-01-22 00:00:00-05:00,190.50089850612792,193.5025494721613,190.46126426985865,192.07601928710938,60133900,0.0,0.0
2024-01-23 00:00:00-05:00,193.19548176740474,193.91864797179585,192.01661247228014,193.35397338867188,42355600,0.0,0.0
2024-01-24 00:00:00-05:00,193.59175002999643,194.54277541900203,192.52185213587853,192.68035888671875,53631300,0.0,0.0
2024-01-25 00:00:00-05:00,193.39358838897635,194.43376796447615,191.30332823639347,192.35340881347656,54822100,0.0,0.0
2024-01-26 00:00:00-05:00,192.4524795638358,192.9378856146602,190.14427644491346,190.61978149414062,44594000,0.0,0.0
2024-01-29 00:00:00-05:00,190.213612724154,190.40183756577807,187.80635425336052,189.9362335205078,47145600,0.0,0.0
2024-01-30 00:00:00-05:00,189.1536549714469,190.0056098088079,185.71611749758625,186.28077697753906,55859400,0.0,0.0
2024-01-31 00:00:00-05:00,185.29010506082795,185.3495564168855,182.6252845648342,182.6748046875,55467800,0.0,0.0
2024-02-01 00:00:00-05:00,182.26867176596141,185.20097077595153,182.1002640289582,185.11181640625,64885400,0.0,0.0
